,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Month,Day,Hour,Sales,Frequency,total_product_purchases,category,sub_category,full_categ
330365,548224,47593a,carousel ponies baby bib,2.0,2011-03-30 10:23:00,0.0,-2259.0,United Kingdom,3,30,10,0.0,1,2.0,baby,carousel,carousel baby
330366,548227,90099,necklacebracelet set blue hibiscus,-19.0,2011-03-30 10:24:00,0.0,-2258.0,United Kingdom,3,30,10,-0.0,1,-19.0,necklacebracelet,hibiscus,hibiscus necklacebracelet
330420,548261,90104,purple frangipani hairclip,2.0,2011-03-30 11:19:00,0.0,-2257.0,United Kingdom,3,30,11,0.0,1,2.0,purple,frangipani,frangipani purple
330421,548286,10002,inflatable political globe,180.0,2011-03-30 11:47:00,0.0,-2255.0,United Kingdom,3,30,11,0.0,1,180.0,globe,other,other globe
331158,548328,21527,red retrospot traditional teapot,-21.0,2011-03-30 13:11:00,0.0,-2251.0,United Kingdom,3,30,13,-0.0,1,-21.0,retrospot,teapot,teapot retrospot
331271,548339,21827,eight piece creepy crawlie set,-42.0,2011-03-30 14:08:00,0.0,-2250.0,United Kingdom,3,30,14,-0.0,1,-42.0,piece,creepy,creepy piece
331422,548364,21095,set6 posies paper plates,53.0,2011-03-30 15:49:00,0.0,-2249.0,United Kingdom,3,30,15,0.0,1,53.0,paper,set6,set6 paper
331423,548366,84678,classical rose small vase,-33.0,2011-03-30 15:50:00,0.0,-2247.0,United Kingdom,3,30,15,-0.0,1,-33.0,other,other,other other
331424,548369,84683,classical rose candlestand,-6.0,2011-03-30 16:00:00,0.0,-2246.0,United Kingdom,3,30,16,-0.0,1,-6.0,candlestand,other,other candlestand
331666,548376,22533,magic drawing slate bake a cake,-80.0,2011-03-30 16:39:00,0.0,-2244.0,United Kingdom,3,30,16,-0.0,1,-80.0,cake,slate,slate cake
331667,548377,85016,set of 6 vintage notelets kit,-46.0,2011-03-30 16:40:00,0.0,-2243.0,United Kingdom,3,30,16,-0.0,1,-46.0,vintage,kit,kit vintage
331668,548378,22052,vintage caravan gift wrap,-75.0,2011-03-30 16:41:00,0.0,-2242.0,United Kingdom,3,30,16,-0.0,1,-75.0,vintage,wrap,wrap vintage
331669,548379,20702,pink padded mobile,11.0,2011-03-30 16:41:00,0.0,-2241.0,United Kingdom,3,30,16,0.0,1,11.0,mobile,other,other mobile
331670,548380,22127,party cones carnival assorted,-60.0,2011-03-30 16:44:00,0.0,-2240.0,United Kingdom,3,30,16,-0.0,1,-60.0,party,carnival,carnival party
331671,548381,22127,party cones carnival assorted,-690.0,2011-03-30 16:45:00,0.0,-2239.0,United Kingdom,3,30,16,-0.0,1,-690.0,party,carnival,carnival party
331672,548382,84898f,yellow flowers felt handbag kit,-2.0,2011-03-30 16:46:00,0.0,-2238.0,United Kingdom,3,30,16,-0.0,1,-2.0,kit,felt,felt kit
331673,548383,84906,pink bfly ccover w bobbles,5.0,2011-03-30 16:46:00,0.0,-2237.0,United Kingdom,3,30,16,0.0,1,5.0,bfly,ccover,ccover bfly
331682,548385,22168,organiser wood antique white,-19.0,2011-03-30 16:47:00,0.0,-2235.0,United Kingdom,3,30,16,-0.0,1,-19.0,wood,antique,antique wood
331691,548394,82494l,wooden frame antique white,-39.0,2011-03-30 17:18:00,0.0,-2231.0,United Kingdom,3,30,17,-0.0,1,-39.0,frame,antique,antique frame
331692,548395,22194,black diner wall clock,-9.0,2011-03-30 17:20:00,0.0,-2230.0,United Kingdom,3,30,17,-0.0,1,-9.0,wall,clock,clock wall
331693,548396,22719,gumball monochrome coat rack,-25.0,2011-03-30 17:21:00,0.0,-2229.0,United Kingdom,3,30,17,-0.0,1,-25.0,rack,coat,coat rack
331694,548397,21195,pink  honeycomb paper ball,-30.0,2011-03-30 17:23:00,0.0,-2228.0,United Kingdom,3,30,17,-0.0,1,-30.0,paper,ball,ball paper
331695,548398,22482,blue tea towel classic design,-66.0,2011-03-30 17:24:00,0.0,-2227.0,United Kingdom,3,30,17,-0.0,1,-66.0,tea,towel,towel tea
331696,548399,15030,fan black frame,150.0,2011-03-30 17:25:00,0.0,-2226.0,United Kingdom,3,30,17,0.0,1,150.0,frame,fan,fan frame
331697,548402,21040,modern vintage cotton shopping bag,-5.0,2011-03-31 09:26:00,0.0,-2225.0,United Kingdom,3,31,9,-0.0,1,-5.0,vintage,bag,bag vintage
333331,548535,90010a,midnight blue glasssilver bracelet,25.0,2011-03-31 17:33:00,0.0,-2218.0,United Kingdom,3,31,17,0.0,1,25.0,bracelet,midnight,midnight bracelet
333332,548536,90010b,blackwhite glasssilver bracelet,-50.0,2011-03-31 17:34:00,0.0,-2217.0,United Kingdom,3,31,17,-0.0,1,-50.0,bracelet,glasssilver,glasssilver bracelet
333333,548537,90173,pair butterfly hair clips,-28.0,2011-03-31 17:35:00,0.0,-2216.0,United Kingdom,3,31,17,-0.0,1,-28.0,butterfly,hair,hair butterfly
333334,548538,90082b,diamante bow brooch red colour,3.0,2011-03-31 17:36:00,0.0,-2215.0,United Kingdom,3,31,17,0.0,1,3.0,diamante,colour,colour diamante
333335,548539,90005a,jade green enamel hair comb,2.0,2011-03-31 17:37:00,0.0,-2214.0,United Kingdom,3,31,17,0.0,1,2.0,enamel,hair,hair enamel
333336,548540,90035a,pearl  shell 42neckl green,-9.0,2011-03-31 17:51:00,0.0,-2213.0,United Kingdom,3,31,17,-0.0,1,-9.0,shell,pearl,pearl shell
333921,548615,16010,folding camping scissor wknif  s,-7.0,2011-04-01 11:47:00,0.0,-2209.0,United Kingdom,4,1,11,-0.0,1,-7.0,scissor,folding,folding scissor
333984,548620,84313b,blue tv tray table,-32.0,2011-04-01 11:53:00,0.0,-2208.0,United Kingdom,4,1,11,-0.0,1,-32.0,tray,table,table tray
334112,548637,84596e,small licorice des pink bowl,5.0,2011-04-01 12:32:00,0.0,-2206.0,United Kingdom,4,1,12,0.0,1,5.0,bowl,licorice,licorice bowl
334113,548638,21258,victorian sewing box large,4.0,2011-04-01 12:34:00,0.0,-2205.0,United Kingdom,4,1,12,0.0,1,4.0,box,other,other box
334114,548639,22627,mint kitchen scales,1.0,2011-04-01 12:34:00,0.0,-2204.0,United Kingdom,4,1,12,0.0,1,1.0,kitchen,scales,scales kitchen
334115,548646,21472,ladybird  bee raffia food cover,-140.0,2011-04-01 13:15:00,0.0,-2203.0,United Kingdom,4,1,13,-0.0,1,-140.0,cover,food,food cover
334652,548662,82494l,wooden frame antique white,-180.0,2011-04-01 14:31:00,0.0,-2201.0,United Kingdom,4,1,14,-0.0,1,-180.0,frame,antique,antique frame
334727,548675,85185d,frog sock puppet,-2.0,2011-04-01 16:39:00,0.0,-2198.0,United Kingdom,4,1,16,-0.0,1,-2.0,frog,sock,sock frog
334728,548680,72800d,4 blue dinner candles silver flock,-18.0,2011-04-01 16:43:00,0.0,-2193.0,United Kingdom,4,1,16,-0.0,1,-18.0,silver,flock,flock silver
334729,548681,72800d,4 blue dinner candles silver flock,3.0,2011-04-01 16:43:00,0.0,-2192.0,United Kingdom,4,1,16,0.0,1,3.0,silver,flock,flock silver
334730,548683,72801g,4 burgundy wine dinner candles,47.0,2011-04-01 16:45:00,0.0,-2190.0,United Kingdom,4,1,16,0.0,1,47.0,dinner,wine,wine dinner
334731,548684,72798c,set4 garden rose dinner candle,-2.0,2011-04-01 16:46:00,0.0,-2189.0,United Kingdom,4,1,16,-0.0,1,-2.0,candle,garden,garden candle
334741,548693,22720,set of 3 cake tins pantry design,-60.0,2011-04-01 17:25:00,0.0,-2186.0,United Kingdom,4,1,17,-0.0,1,-60.0,cake,pantry,pantry cake
334742,548694,22720,set of 3 cake tins pantry design,10.0,2011-04-01 17:28:00,0.0,-2185.0,United Kingdom,4,1,17,0.0,1,10.0,cake,pantry,pantry cake
336408,548886,21814,heart tlight holder,-6.0,2011-04-04 15:23:00,0.0,-2182.0,United Kingdom,4,4,15,-0.0,1,-6.0,heart,holder,holder heart
336859,548897,47570b,tea time table cloth,-70.0,2011-04-04 16:22:00,0.0,-2174.0,United Kingdom,4,4,16,-0.0,1,-70.0,tea,table,table tea
337309,548980,22114,hot water bottle tea and sympathy,-194.0,2011-04-05 12:21:00,0.0,-2170.0,United Kingdom,4,5,12,-0.0,1,-194.0,tea,bottle,bottle tea
337405,548986,21210,set of 72 retrospot paper  doilies,-177.0,2011-04-05 12:46:00,0.0,-2169.0,United Kingdom,4,5,12,-0.0,1,-177.0,retrospot,paper,paper retrospot
337739,548989,72799f,ivory pillar candle gold flock,-46.0,2011-04-05 13:19:00,0.0,-2168.0,United Kingdom,4,5,13,-0.0,1,-46.0,candle,ivory,ivory candle
337886,548997,84507b,stripes design monkey doll,20.0,2011-04-05 14:33:00,0.0,-2165.0,United Kingdom,4,5,14,0.0,1,20.0,doll,monkey,monkey doll
337887,548998,84741c,citrus garland felt flowers,8.0,2011-04-05 14:34:00,0.0,-2164.0,United Kingdom,4,5,14,0.0,1,8.0,garland,felt,felt garland
337888,549000,35972,daisy folkart heart decoration,-45.0,2011-04-05 14:35:00,0.0,-2163.0,United Kingdom,4,5,14,-0.0,1,-45.0,heart,decoration,decoration heart
337889,549002,21278,vintage kitchen print puddings,17.0,2011-04-05 14:36:00,0.0,-2161.0,United Kingdom,4,5,14,0.0,1,17.0,vintage,kitchen,kitchen vintage
337890,549003,21279,vintage kitchen print fruits,14.0,2011-04-05 14:36:00,0.0,-2160.0,United Kingdom,4,5,14,0.0,1,14.0,vintage,kitchen,kitchen vintage
337891,549005,16020c,clear stationery box set,-5.0,2011-04-05 14:37:00,0.0,-2158.0,United Kingdom,4,5,14,-0.0,1,-5.0,box,stationery,stationery box
337892,549006,84508b,stripes design teddy,-23.0,2011-04-05 14:38:00,0.0,-2157.0,United Kingdom,4,5,14,-0.0,1,-23.0,teddy,other,other teddy
337893,549008,21281,vintage kitchen print seafood,-31.0,2011-04-05 14:38:00,0.0,-2156.0,United Kingdom,4,5,14,-0.0,1,-31.0,vintage,kitchen,kitchen vintage
337894,549010,21684,small medina stamped metal bowl,-62.0,2011-04-05 14:39:00,0.0,-2154.0,United Kingdom,4,5,14,-0.0,1,-62.0,metal,bowl,bowl metal
337895,549011,62096b,purpleturq flowers handbag,-8.0,2011-04-05 14:41:00,0.0,-2153.0,United Kingdom,4,5,14,-0.0,1,-8.0,handbag,purpleturq,purpleturq handbag
338207,549028,84569a,pack 3 iron on dog patches,-18.0,2011-04-05 17:02:00,0.0,-2151.0,United Kingdom,4,5,17,-0.0,1,-18.0,pack,iron,iron pack
338208,549029,84569b,pack 3 fire enginecar patches,-17.0,2011-04-05 17:03:00,0.0,-2150.0,United Kingdom,4,5,17,-0.0,1,-17.0,pack,fire,fire pack
338209,549030,84520b,pack 20 english rose paper napkins,-61.0,2011-04-05 17:03:00,0.0,-2149.0,United Kingdom,4,5,17,-0.0,1,-61.0,paper,pack,pack paper
338210,549032,20778,garden path notebook,-6.0,2011-04-05 17:06:00,0.0,-2147.0,United Kingdom,4,5,17,-0.0,1,-6.0,garden,notebook,notebook garden
338211,549033,16254,transparent acrylic tape dispenser,-5.0,2011-04-05 17:08:00,0.0,-2146.0,United Kingdom,4,5,17,-0.0,1,-5.0,tape,acrylic,acrylic tape
338212,549034,16248b,blue hole punch,2.0,2011-04-05 17:08:00,0.0,-2145.0,United Kingdom,4,5,17,0.0,1,2.0,hole,punch,punch hole
338213,549035,72051s,bag of silver stones,-15.0,2011-04-05 17:09:00,0.0,-2144.0,United Kingdom,4,5,17,-0.0,1,-15.0,bag,silver,silver bag
338214,549036,84993b,75 black petit four cases,-54.0,2011-04-05 17:09:00,0.0,-2143.0,United Kingdom,4,5,17,-0.0,1,-54.0,petit,other,other petit
338215,549037,84569c,pack 4 flowerbutterfly patches,-37.0,2011-04-05 17:09:00,0.0,-2142.0,United Kingdom,4,5,17,-0.0,1,-37.0,pack,flowerbutterfly,flowerbutterfly pack
338216,549038,84569d,pack 6 hearticecream patches,-70.0,2011-04-05 17:10:00,0.0,-2141.0,United Kingdom,4,5,17,-0.0,1,-70.0,pack,hearticecream,hearticecream pack
338218,549042,21681,giant medina stamped metal bowl,-2.0,2011-04-05 17:24:00,0.0,-2139.0,United Kingdom,4,5,17,-0.0,1,-2.0,metal,bowl,bowl metal
338219,549043,84990,60 gold and silver fairy cake cases,-24.0,2011-04-05 17:26:00,0.0,-2138.0,United Kingdom,4,5,17,-0.0,1,-24.0,silver,cake,cake silver
338406,549100,21484,chick grey hot water bottle,1.0,2011-04-06 11:14:00,0.0,-2137.0,United Kingdom,4,6,11,0.0,1,2.0,bottle,water,water bottle
338465,549103,82494l,wooden frame antique white,167.0,2011-04-06 11:39:00,0.0,-2136.0,United Kingdom,4,6,11,0.0,1,167.0,frame,antique,antique frame
338854,549132,20756,green fern pocket book,-70.0,2011-04-06 15:22:00,0.0,-2134.0,United Kingdom,4,6,15,-0.0,1,-70.0,book,pocket,pocket book
338855,549133,20759,chrysanthemum pocket book,-52.0,2011-04-06 15:22:00,0.0,-2133.0,United Kingdom,4,6,15,-0.0,1,-52.0,book,pocket,pocket book
338856,549134,20758,abstract circles pocket book,-54.0,2011-04-06 15:22:00,0.0,-2132.0,United Kingdom,4,6,15,-0.0,1,-54.0,book,pocket,pocket book
338857,549135,20760,garden path pocket book,31.0,2011-04-06 15:23:00,0.0,-2131.0,United Kingdom,4,6,15,0.0,1,31.0,garden,book,book garden
338858,549136,21414,scallop shell soap dish,-3.0,2011-04-06 15:23:00,0.0,-2130.0,United Kingdom,4,6,15,-0.0,1,-3.0,shell,dish,dish shell
338859,549137,84459b,yellow metal chicken heart,-7.0,2011-04-06 15:24:00,0.0,-2129.0,United Kingdom,4,6,15,-0.0,1,-7.0,heart,metal,metal heart
338860,549138,22988,soldiers egg cup,12.0,2011-04-06 15:25:00,0.0,-2128.0,United Kingdom,4,6,15,0.0,1,12.0,egg,cup,cup egg
338861,549139,22988,soldiers egg cup,-91.0,2011-04-06 15:26:00,0.0,-2127.0,United Kingdom,4,6,15,-0.0,1,-91.0,egg,cup,cup egg
338862,549140,35819b,acrylic hanging jewelblue,7.0,2011-04-06 15:26:00,0.0,-2126.0,United Kingdom,4,6,15,0.0,1,7.0,hanging,acrylic,acrylic hanging
338863,549141,35819b,acrylic hanging jewelblue,70.0,2011-04-06 15:26:00,0.0,-2125.0,United Kingdom,4,6,15,0.0,1,70.0,hanging,acrylic,acrylic hanging
338864,549142,35650,vintage bead pink jewel stand,-24.0,2011-04-06 15:26:00,0.0,-2124.0,United Kingdom,4,6,15,-0.0,1,-24.0,vintage,bead,bead vintage
338865,549143,84597c,retro pink ball ashtray,-17.0,2011-04-06 15:27:00,0.0,-2123.0,United Kingdom,4,6,15,-0.0,1,-17.0,retro,ball,ball retro
338866,549144,21416,clam shell large,-14.0,2011-04-06 15:28:00,0.0,-2122.0,United Kingdom,4,6,15,-0.0,1,-14.0,shell,clam,clam shell
338867,549145,21421,porcelain rose large,26.0,2011-04-06 15:28:00,0.0,-2121.0,United Kingdom,4,6,15,0.0,1,26.0,porcelain,other,other porcelain
338868,549146,85017a,envelope 50 romantic images,-10.0,2011-04-06 15:29:00,0.0,-2120.0,United Kingdom,4,6,15,-0.0,1,-10.0,envelope,other,other envelope
338869,549147,20773,blue paisley notebook,-4.0,2011-04-06 15:30:00,0.0,-2119.0,United Kingdom,4,6,15,-0.0,1,-4.0,paisley,notebook,notebook paisley
338870,549149,35649,vintage bead cosmetic bag,-43.0,2011-04-06 15:31:00,0.0,-2118.0,United Kingdom,4,6,15,-0.0,1,-43.0,vintage,bag,bag vintage
338871,549150,79336,light pink flock glass candleholder,-47.0,2011-04-06 15:32:00,0.0,-2117.0,United Kingdom,4,6,15,-0.0,1,-47.0,glass,light,light glass
338872,549151,21664,ridged glass storage jar cream lid,20.0,2011-04-06 15:33:00,0.0,-2116.0,United Kingdom,4,6,15,0.0,1,20.0,glass,cream,cream glass
339175,549156,17013d,origami rose incense in tube,-9.0,2011-04-06 17:11:00,0.0,-2114.0,United Kingdom,4,6,17,-0.0,1,-9.0,tube,incense,incense tube
339176,549158,21910,way out metal sign,-1.0,2011-04-06 17:13:00,0.0,-2112.0,United Kingdom,4,6,17,-0.0,1,-1.0,metal,sign,sign metal
339177,549159,22052,vintage caravan gift wrap,-25.0,2011-04-06 17:14:00,0.0,-2111.0,United Kingdom,4,6,17,-0.0,1,-25.0,vintage,wrap,wrap vintage
339178,549160,81953p,round articulated pink clock wsuck,-7.0,2011-04-06 17:15:00,0.0,-2110.0,United Kingdom,4,6,17,-0.0,1,-7.0,clock,round,round clock
339179,549161,21518,bank account  greeting  card,-31.0,2011-04-06 17:15:00,0.0,-2109.0,United Kingdom,4,6,17,-0.0,1,-31.0,card,bank,bank card
339180,549163,84247l,fawn and mushroom greeting card,8.0,2011-04-06 17:18:00,0.0,-2108.0,United Kingdom,4,6,17,0.0,1,8.0,card,mushroom,mushroom card
339181,549164,16169p,wrap green russian folkart,-75.0,2011-04-06 17:20:00,0.0,-2107.0,United Kingdom,4,6,17,-0.0,1,-75.0,wrap,folkart,folkart wrap
339182,549165,35815p,acrylic jewel snowflake pink,-63.0,2011-04-06 17:20:00,0.0,-2106.0,United Kingdom,4,6,17,-0.0,1,-63.0,jewel,snowflake,snowflake jewel
339183,549166,44265,mcolour pompom curtain,3.0,2011-04-06 17:21:00,0.0,-2105.0,United Kingdom,4,6,17,0.0,1,3.0,curtain,pompom,pompom curtain
339184,549167,84846a,scented candle in digitalis tin,-8.0,2011-04-06 17:24:00,0.0,-2104.0,United Kingdom,4,6,17,-0.0,1,-8.0,candle,tin,tin candle
339185,549168,21161,keep out boys door hanger,-10.0,2011-04-06 17:24:00,0.0,-2103.0,United Kingdom,4,6,17,-0.0,1,-10.0,hanger,other,other hanger
339198,549172,21637,assorted sanskrit mini notebook,-139.0,2011-04-06 17:27:00,0.0,-2100.0,United Kingdom,4,6,17,-0.0,1,-139.0,mini,notebook,notebook mini
339199,549173,84218,box12 chick  egg in basket,-2.0,2011-04-06 17:28:00,0.0,-2099.0,United Kingdom,4,6,17,-0.0,1,-2.0,egg,basket,basket egg
339200,549174,21160,keep out girls door hanger,-7.0,2011-04-06 17:30:00,0.0,-2098.0,United Kingdom,4,6,17,-0.0,1,-7.0,hanger,other,other hanger
339201,549175,82580,bathroom metal sign,-30.0,2011-04-06 17:30:00,0.0,-2097.0,United Kingdom,4,6,17,-0.0,1,-30.0,metal,sign,sign metal
339202,549177,20821,goldie looking mirror,9.0,2011-04-06 17:32:00,0.0,-2095.0,United Kingdom,4,6,17,0.0,1,9.0,mirror,goldie,goldie mirror
339203,549180,84522,pink party sunglasses,-30.0,2011-04-06 17:34:00,0.0,-2092.0,United Kingdom,4,6,17,-0.0,1,-30.0,party,sunglasses,sunglasses party
339617,549244,79331,pink flock glass candleholder,-3.0,2011-04-07 11:53:00,0.0,-2089.0,United Kingdom,4,7,11,-0.0,1,-3.0,glass,flock,flock glass
340215,549266,84593,crochet rose des clothes hanger,-5.0,2011-04-07 12:45:00,0.0,-2087.0,United Kingdom,4,7,12,-0.0,1,-5.0,hanger,crochet,crochet hanger
340216,549268,84856s,small tahiti beach bag,-7.0,2011-04-07 12:47:00,0.0,-2085.0,United Kingdom,4,7,12,-0.0,1,-7.0,bag,beach,beach bag
340217,549270,84856l,large tahiti beach bag,-27.0,2011-04-07 12:48:00,0.0,-2084.0,United Kingdom,4,7,12,-0.0,1,-27.0,bag,beach,beach bag
340218,549271,62096b,purpleturq flowers handbag,-2.0,2011-04-07 12:48:00,0.0,-2083.0,United Kingdom,4,7,12,-0.0,1,-2.0,handbag,purpleturq,purpleturq handbag
341477,549326,21738,cosy slipper shoes small  red,-5.0,2011-04-08 10:45:00,0.0,-2080.0,United Kingdom,4,8,10,-0.0,1,-5.0,cosy,slipper,slipper cosy
341478,549327,84912a,pink rose washbag,70.0,2011-04-08 10:46:00,0.0,-2079.0,United Kingdom,4,8,10,0.0,1,70.0,washbag,other,other washbag
341479,549328,51008,afghan slipper sock pair,-110.0,2011-04-08 10:49:00,0.0,-2078.0,United Kingdom,4,8,10,-0.0,1,-110.0,pair,sock,sock pair
341480,549329,84989a,75 green fairy cake cases,-1.0,2011-04-08 10:49:00,0.0,-2077.0,United Kingdom,4,8,10,-0.0,1,-1.0,cake,fairy,fairy cake
341481,549340,20774,green fern notebook,-11.0,2011-04-08 11:02:00,0.0,-2073.0,United Kingdom,4,8,11,-0.0,1,-11.0,notebook,other,other notebook
341482,549342,35818b,acrylic jewel icicle blue,-53.0,2011-04-08 11:06:00,0.0,-2072.0,United Kingdom,4,8,11,-0.0,1,-53.0,jewel,acrylic,acrylic jewel
341483,549343,72815,3 wick christmas briar candle,-3.0,2011-04-08 11:07:00,0.0,-2071.0,United Kingdom,4,8,11,-0.0,1,-3.0,christmas,candle,candle christmas
341484,549345,20748,kensington coffee set,12.0,2011-04-08 11:10:00,0.0,-2069.0,United Kingdom,4,8,11,0.0,1,12.0,coffee,kensington,kensington coffee
341485,549346,22033,botanical rose greeting card,-50.0,2011-04-08 11:10:00,0.0,-2068.0,United Kingdom,4,8,11,-0.0,1,-50.0,card,botanical,botanical card
341486,549347,35914,pink chick egg warmer  egg cup,10.0,2011-04-08 11:11:00,0.0,-2067.0,United Kingdom,4,8,11,0.0,1,10.0,egg,cup,cup egg
341487,549348,84251b,greeting card sticky gordon,-60.0,2011-04-08 11:13:00,0.0,-2066.0,United Kingdom,4,8,11,-0.0,1,-60.0,card,gordon,gordon card
341488,549350,84597b,retro brown ball ashtray,-13.0,2011-04-08 11:14:00,0.0,-2064.0,United Kingdom,4,8,11,-0.0,1,-13.0,retro,ball,ball retro
341489,549351,85006,set 4 nursery des round boxes,-21.0,2011-04-08 11:14:00,0.0,-2063.0,United Kingdom,4,8,11,-0.0,1,-21.0,round,other,other round
341597,549371,84921,cream and pink flowers pony,-17.0,2011-04-08 11:27:00,0.0,-2061.0,United Kingdom,4,8,11,-0.0,1,-17.0,cream,pony,pony cream
341640,549373,85008,set of 3 coney island oval boxes,-2.0,2011-04-08 11:28:00,0.0,-2060.0,United Kingdom,4,8,11,-0.0,1,-2.0,oval,island,island oval
341641,549374,20775,daisy notebook,-29.0,2011-04-08 11:29:00,0.0,-2059.0,United Kingdom,4,8,11,-0.0,1,-29.0,notebook,daisy,daisy notebook
341642,549376,17014a,origami vanilla incense cones,11.0,2011-04-08 11:29:00,0.0,-2057.0,United Kingdom,4,8,11,0.0,1,11.0,incense,vanilla,vanilla incense
341643,549426,22078,ribbon reel lace design,-201.0,2011-04-08 11:55:00,0.0,-2056.0,United Kingdom,4,8,11,-0.0,1,-201.0,ribbon,reel,reel ribbon
341823,549453,84857c,pink monte carlo handbag,24.0,2011-04-08 14:18:00,0.0,-2055.0,United Kingdom,4,8,14,0.0,1,24.0,handbag,monte,monte handbag
341824,549454,84858c,pink riviera handbag,46.0,2011-04-08 14:18:00,0.0,-2054.0,United Kingdom,4,8,14,0.0,1,46.0,handbag,riviera,riviera handbag
341825,549455,84858c,pink riviera handbag,-10.0,2011-04-08 14:18:00,0.0,-2053.0,United Kingdom,4,8,14,-0.0,1,-10.0,handbag,riviera,riviera handbag
341826,549456,47341a,fuschia table run flower,-6.0,2011-04-08 14:19:00,0.0,-2052.0,United Kingdom,4,8,14,-0.0,1,-6.0,flower,table,table flower
341827,549457,47344b,blue flower des purse,-16.0,2011-04-08 14:19:00,0.0,-2051.0,United Kingdom,4,8,14,-0.0,1,-16.0,flower,purse,purse flower
341828,549458,62097b,blue stripes shoulder bag,-6.0,2011-04-08 14:19:00,0.0,-2050.0,United Kingdom,4,8,14,-0.0,1,-6.0,bag,shoulder,shoulder bag
341829,549459,62043b,blue check bag w handle 34x20cm,7.0,2011-04-08 14:20:00,0.0,-2049.0,United Kingdom,4,8,14,0.0,1,7.0,bag,check,check bag
341830,549460,20716,party food shopper bag,-82.0,2011-04-08 14:20:00,0.0,-2048.0,United Kingdom,4,8,14,-0.0,1,-82.0,bag,party,party bag
341831,549461,20731,posy candy bag,-16.0,2011-04-08 14:20:00,0.0,-2047.0,United Kingdom,4,8,14,-0.0,1,-16.0,bag,candy,candy bag
341832,549462,84910a,pink paisley cushion cover,-16.0,2011-04-08 14:21:00,0.0,-2046.0,United Kingdom,4,8,14,-0.0,1,-16.0,cover,cushion,cushion cover
341833,549463,84919,blue cushion cover with flower,-17.0,2011-04-08 14:21:00,0.0,-2045.0,United Kingdom,4,8,14,-0.0,1,-17.0,flower,cover,cover flower
341834,549464,20701,pink cat floral cushion cover,-6.0,2011-04-08 14:21:00,0.0,-2044.0,United Kingdom,4,8,14,-0.0,1,-6.0,cover,cushion,cushion cover
341835,549465,84415b,blue flock cushion cover,-5.0,2011-04-08 14:22:00,0.0,-2043.0,United Kingdom,4,8,14,-0.0,1,-5.0,cover,cushion,cushion cover
341836,549466,20816,gold flower cushion cover,-11.0,2011-04-08 14:22:00,0.0,-2042.0,United Kingdom,4,8,14,-0.0,1,-11.0,flower,cover,cover flower
341837,549470,46775d,sunset colour chunky knitted throw,-8.0,2011-04-08 14:28:00,0.0,-2041.0,United Kingdom,4,8,14,-0.0,1,-8.0,colour,chunky,chunky colour
341838,549489,85146,jardin etched glass small bell jar,8.0,2011-04-08 15:05:00,0.0,-2040.0,United Kingdom,4,8,15,0.0,1,8.0,glass,jar,jar glass
341839,549492,21736,gold scroll glass tlight holder,5.0,2011-04-08 15:06:00,0.0,-2039.0,United Kingdom,4,8,15,0.0,1,5.0,glass,holder,holder glass
341840,549494,22168,organiser wood antique white,6.0,2011-04-08 15:06:00,0.0,-2038.0,United Kingdom,4,8,15,0.0,1,6.0,wood,antique,antique wood
341841,549497,21527,red retrospot traditional teapot,3.0,2011-04-08 15:06:00,0.0,-2037.0,United Kingdom,4,8,15,0.0,1,3.0,retrospot,teapot,teapot retrospot
341842,549498,22847,bread bin diner style ivory,1.0,2011-04-08 15:06:00,0.0,-2036.0,United Kingdom,4,8,15,0.0,1,1.0,ivory,style,style ivory
341843,549500,79321,chilli lights,1.0,2011-04-08 15:06:00,0.0,-2035.0,United Kingdom,4,8,15,0.0,1,1.0,chilli,other,other chilli
341844,549502,84459b,yellow metal chicken heart,1.0,2011-04-08 15:07:00,0.0,-2034.0,United Kingdom,4,8,15,0.0,1,1.0,heart,metal,metal heart
341845,549506,22415,white tissue ream,-31.0,2011-04-08 15:07:00,0.0,-2033.0,United Kingdom,4,8,15,-0.0,1,-31.0,tissue,ream,ream tissue
341846,549510,84559b,3d sheet of cat stickers,-158.0,2011-04-08 15:08:00,0.0,-2032.0,United Kingdom,4,8,15,-0.0,1,-158.0,sheet,other,other sheet
341847,549514,20820,silver looking mirror,-3.0,2011-04-08 15:09:00,0.0,-2031.0,United Kingdom,4,8,15,-0.0,1,-3.0,silver,mirror,mirror silver
342154,549527,21620,set of 4 rose botanical candles,-1479.0,2011-04-08 16:03:00,0.0,-2028.0,United Kingdom,4,8,16,-0.0,1,-1479.0,botanical,other,other botanical
342155,549528,21422,porcelain rose small,-55.0,2011-04-08 16:44:00,0.0,-2027.0,United Kingdom,4,8,16,-0.0,1,-55.0,porcelain,other,other porcelain
342156,549529,21830,assorted creepy crawlies,-576.0,2011-04-08 16:56:00,0.0,-2026.0,United Kingdom,4,8,16,-0.0,1,-576.0,creepy,other,other creepy
342157,549531,21622,vintage union jack cushion cover,-750.0,2011-04-08 17:05:00,0.0,-2025.0,United Kingdom,4,8,17,-0.0,1,-750.0,vintage,cover,cover vintage
343983,549695,84751b,black medium glass cake stand,-24.0,2011-04-11 13:50:00,0.0,-2019.0,United Kingdom,4,11,13,-0.0,1,-24.0,glass,cake,cake glass
